1,19.37,757932,0,2.67,44.55,243
2,0.004971231,0,0,0,0,0
3,0.37,57304,0,0.05,2.09,571
4,0.02,11572,0,0.01,0.01,81
5,0.39,53288,0,0.09,4.29,1107
6,0.13,34736,0,0.05,1.73,1371
7,0.02,11572,0,0.01,0.01,78
8,0.11,38884,0,0.03,1,936
9,0.12,36560,0,0.02,1.35,1126
10,0.07000000000000001,32056,0,0.02,1.02,1361
11,1.25,98924,0,0.2,7.76,633
12,0.07000000000000001,31292,0,0.02,0.88,1268
13,0.005133756,0,0,0,0,0
14,0.02,11572,0,0,0.01,77
15,0.02,11572,0,0,0.01,82
16,0.06,31872,0,0.03,0.86,1348
17,0.09,33392,0,0.07000000000000001,1.35,1442
18,0.33,49800,0,0.15,3.15,976
19,6.6,451316,0,1.14,22.9,364
20,6.15,267608,0,1.17,18.58,320
21,0.08,33208,0,0.04,1.01,1251
22,0.3,47304,0,0.12,3.58,1203
23,11.51,555084,0,2.46,34.59,321
24,0.11,37968,0,0.03,0.91,852
25,21.89,1016824,0,2.95,52.75,254
26,0.14,38796,0,0.03,1.24,905
27,0.12,34328,0,0.02,1.61,1282
28,0.07000000000000001,32416,0,0.03,0.95,1321
29,2.15,164856,0,0.52,10.61,516
30,0.09,32216,0,0.02,1.18,1314
31,0.07000000000000001,32972,0,0.14,0.93,1449
32,0.06,31636,0,0.02,0.84,1325
33,0.6,61052,0,0.22,5.48,947
34,0.12,39428,0,0.07000000000000001,1.24,1039
35,0.42,47148,0,0.13,4.01,971
36,2.72,198368,0,0.68,12.29,477
37,0.0047177,0,0,0,0,0
38,9.470000000000001,392200,0,1.42,26.05,290
39,0.03,11572,0,0.01,0.01,77
40,8.5,546284,0,1.82,27.08,339
41,0.03,11572,0,0.01,0.01,76
42,0.07000000000000001,31592,0,0.02,0.88,1304
43,0.99,84692,0,0.25,7.13,740
44,0.006139586,0,0,0,0,0
45,0.06,30900,0,0.03,0.73,1193
46,0.09,33432,0,0.03,1.32,1374
47,1.61,93588,0,0.27,8.619999999999999,550
48,0.13,39096,0,0.05,1.26,1011
49,0.11,38568,0,0.08,1.07,990
50,0.07000000000000001,31024,0,0.02,0.74,1107
51,0.004783439,0,0,0,0,0
52,1.12,81156,0,0.24,7.37,679
53,0.06,30760,0,0.02,0.74,1150
54,0.004936794,0,0,0,0,0
55,1.75,94252,0,0.38,8.619999999999999,513
56,1.98,108064,0,0.35,9.699999999999999,507
57,3.06,157032,0,0.67,12.38,425
