0,2972,1,2,1.1,1622650769722899021,1622650769730062301
0,2972,1,2,1,1622650769721607687,1622650769730171347
0,3474,1,5,1.1,1622650769736635944,1622650769792947188
0,3474,1,5,1,1622650769730172674,1622650769792952417
0,3927,2,7,1.1,1622650769793876851,1622650769807779315
0,3927,2,7,1,1622650769792953514,1622650769807784626
0,2041,1,6,1.1,1622650769808552336,1622650770562228666
0,2041,1,6,1,1622650769807785560,1622650770562254346
0,1598,2,1,1.1,1622650770582314523,1622650770584184373
0,1598,2,1,1,1622650770562255593,1622650770584189837
0,1707,1,2,1.1,1622650770585480977,1622650770855894833
0,1707,1,2,1,1622650770584190868,1622650770855902394
0,3733,1,5,1.1,1622650770859754872,1622650770916728143
0,3733,1,5,1,1622650770855903662,1622650770916735426
0,981,1,3,1.1,1622650770933496633,1622650770991809999
0,981,1,3,1,1622650770916736562,1622650770991818037
0,1921,3,1,1.1,1622650770993315597,1622650770994618236
0,1921,3,1,1,1622650770991819336,1622650770994623487
0,1881,2,8,1.1,1622650770995760366,1622650772323089091
0,1881,2,8,1,1622650770994624386,1622650772323096864
0,2274,2,1,1.1,1622650772323964825,1622650772339210987
0,2274,2,1,1,1622650772323098077,1622650772339217948
0,807,1,4,1.1,1622650772351860528,1622650772575175487
0,807,1,4,1,1622650772339219188,1622650772575183375
0,539,2,2,1.1,1622650772576977878,1622650772633041195
0,539,2,2,1,1622650772575184718,1622650772633058675
0,1090,2,8,1.1,1622650772649704173,1622650772889206413
0,1090,2,8,1,1622650772633059923,1622650772889212898
0,3881,2,7,1.1,1622650772889827145,1622650772907927722
0,3881,2,7,1,1622650772889214014,1622650772907936157
0,237,2,1,1.1,1622650772924837076,1622650772926056269
0,237,2,1,1,1622650772907937288,1622650772926062837
0,2494,1,5,1.1,1622650772930571545,1622650772993405442
0,2494,1,5,1,1622650772926063761,1622650772993413245
0,1365,2,7,1.1,1622650772995110603,1622650772997800681
0,1365,2,7,1,1622650772993414766,1622650772997805930
0,3923,3,1,1.1,1622650772998409155,1622650772999825736
0,3923,3,1,1,1622650772997807161,1622650772999831007
0,2886,2,8,1.1,1622650773001773121,1622650775304307942
0,2886,2,8,1,1622650772999832083,1622650775304331067
0,3661,2,1,1.1,1622650775305242424,1622650775330340966
0,3661,2,1,1,1622650775304333016,1622650775330347766
0,1913,1,5,1.1,1622650775351528117,1622650775474449433
0,1913,1,5,1,1622650775330348920,1622650775474456784
0,2038,1,6,1.1,1622650775491913324,1622650775499806856
0,2038,1,6,1,1622650775474458120,1622650775499812523
0,3692,1,2,1.1,1622650775500377596,1622650775531134745
0,3692,1,2,1,1622650775499813594,1622650775531145744
0,57,2,7,1.1,1622650775538418277,1622650776539191890
0,57,2,7,1,1622650775531146708,1622650776539200875
0,3366,1,2,1.1,1622650776539963695,1622650776546470657
0,3366,1,2,1,1622650776539202234,1622650776546478829
0,3227,1,4,1.1,1622650776547152786,1622650776563038321
0,3227,1,4,1,1622650776546480058,1622650776563046864
0,1246,1,6,1.1,1622650776564557902,1622650776837783401
0,1246,1,6,1,1622650776563048847,1622650776837791949
0,195,2,1,1.1,1622650776857848134,1622650776859001454
0,195,2,1,1,1622650776837793223,1622650776859008855
0,2016,1,2,1.1,1622650776859583618,1622650777583733514
0,2016,1,2,1,1622650776859009998,1622650777583740787
0,229,1,3,1.1,1622650777598008919,1622650777630297246
0,229,1,3,1,1622650777583742063,1622650777630304415
0,743,2,2,1.1,1622650777649745648,1622650777659714541
0,743,2,2,1,1622650777630305625,1622650777659727435
0,2160,2,8,1.1,1622650777660338614,1622650777671460210
0,2160,2,8,1,1622650777659728629,1622650777671466700
0,2383,2,8,1.1,1622650777672114656,1622650777704304780
0,2383,2,8,1,1622650777671467834,1622650777704312271
0,640,2,1,1.1,1622650777722668217,1622650777725155128
0,640,2,1,1,1622650777704313666,1622650777725162051
0,1375,1,2,1.1,1622650777742433591,1622650777767496870
0,1375,1,2,1,1622650777725163178,1622650777767504306
0,1775,1,3,1.1,1622650777768999842,1622650778029640506
0,1775,1,3,1,1622650777767505534,1622650778029649199
0,968,1,5,1.1,1622650778052038864,1622650778144046451
0,968,1,5,1,1622650778029650345,1622650778144054054
0,3245,1,3,1.1,1622650778144731733,1622650778148237014
0,3245,1,3,1,1622650778144055287,1622650778148244355
0,2412,1,6,1.1,1622650778149254019,1622650778151008910
0,2412,1,6,1,1622650778148246007,1622650778151014549
0,858,3,1,1.1,1622650778169013709,1622650778170440637
0,858,3,1,1,1622650778151015573,1622650778170447695
0,2468,3,1,1.1,1622650778171039870,1622650778172370320
0,2468,3,1,1,1622650778170448908,1622650778172376158
0,495,2,2,1.1,1622650778181828368,1622650791742681836
0,495,2,2,1,1622650778172377216,1622650791742702775
0,2369,2,1,1.1,1622650791745960218,1622650791875830642
0,2369,2,1,1,1622650791742703878,1622650791875839750
0,3691,2,1,1.1,1622650791876686334,1622650791877875673
0,3691,2,1,1,1622650791875841084,1622650791877880607
