24,2,3,4
48,3,4,4
72,3,4,6
96,4,4,6
120,4,5,6
144,4,6,6
168,4,6,7
192,4,6,8
216,6,6,6
240,5,6,8
288,6,6,8
336,6,7,8
360,6,6,10
384,6,8,8
432,6,8,9
480,6,8,10
504,7,8,9
528,6,8,11
576,8,8,9
600,6,10,10
648,8,9,9
672,7,8,12
720,8,9,10
768,8,8,12
792,8,9,11
840,7,10,12
864,8,9,12
936,8,9,13
960,8,10,12
1008,7,12,12
1056,8,11,12
1080,9,10,12
1152,8,12,12
1176,7,12,14
1200,10,10,12
1248,8,12,13
1296,9,12,12
1320,10,11,12
1344,8,12,14
1440,10,12,12
1512,9,12,14
1536,8,12,16
1560,10,12,13
1584,11,12,12
1680,10,12,14
1728,12,12,12
1800,10,12,15
1848,11,12,14
1872,12,12,13
1920,10,12,16
1944,9,12,18
2016,12,12,14
2040,10,12,17
2112,11,12,16
2160,12,12,15
2184,12,13,14
2280,10,12,19
2304,12,12,16
2352,12,14,14
2376,11,12,18
2400,10,15,16
2448,12,12,17
2496,12,13,16
2520,12,14,15
2592,12,12,18
2640,11,15,16
2688,12,14,16
2736,12,12,19
2808,12,13,18
2856,12,14,17
2880,12,15,16
2904,11,12,22
3000,10,15,20
3024,12,14,18
3072,12,16,16
3120,13,15,16
3168,11,16,18
3192,12,14,19
3240,12,15,18
3264,12,16,17
3312,12,12,23
3360,14,15,16
3432,12,13,22
3456,12,16,18
3528,14,14,18
3600,15,15,16
3648,12,16,19
3672,12,17,18
3696,12,14,22
3744,13,16,18
3840,15,16,16
3864,12,14,23
3888,12,18,18
3960,11,18,20
4032,14,16,18
4056,13,13,24
4080,15,16,17
4104,12,18,19
4200,14,15,20
4224,12,16,22
4320,15,16,18
4368,13,16,21
4416,12,16,23
4488,12,17,22
4536,14,18,18
4560,15,16,19
4608,16,16,18
4680,13,18,20
4704,14,16,21
4752,12,18,22
4800,15,16,20
4896,16,17,18
4968,12,18,23
4992,13,16,24
5016,12,19,22
5040,15,16,21
5184,16,18,18
5280,15,16,22
5304,13,17,24
5376,16,16,21
5400,15,18,20
5472,16,18,19
5520,15,16,23
5544,14,18,22
5616,13,18,24
5712,16,17,21
5760,16,18,20
5808,12,22,22
5832,18,18,18
5880,14,20,21
5928,13,19,24
6000,15,20,20
6048,16,18,21
6072,12,22,23
6120,17,18,20
6144,16,16,24
6240,15,16,26
6336,16,18,22
6384,16,19,21
6480,18,18,20
6528,16,17,24
6552,13,21,24
6600,15,20,22
6624,16,18,23
