8,2,2,2
16,2,2,4
24,2,3,4
32,2,4,4
48,3,4,4
64,4,4,4
72,3,4,6
80,4,4,5
96,4,4,6
112,4,4,7
120,4,5,6
128,4,4,8
144,4,6,6
160,4,5,8
168,4,6,7
192,4,6,8
200,5,5,8
216,6,6,6
224,4,7,8
240,5,6,8
256,4,8,8
280,5,7,8
288,6,6,8
320,5,8,8
336,6,7,8
360,6,6,10
384,6,8,8
392,7,7,8
400,5,8,10
432,6,8,9
448,7,8,8
480,6,8,10
504,7,8,9
512,8,8,8
528,6,8,11
560,7,8,10
576,8,8,9
600,6,10,10
616,7,8,11
640,8,8,10
648,8,9,9
672,7,8,12
704,8,8,11
720,8,9,10
728,7,8,13
768,8,8,12
784,7,8,14
792,8,9,11
800,8,10,10
832,8,8,13
840,7,10,12
864,8,9,12
880,8,10,11
896,8,8,14
936,8,9,13
960,8,10,12
968,8,11,11
1000,10,10,10
1008,7,12,12
1024,8,8,16
1040,8,10,13
1056,8,11,12
1080,9,10,12
1120,8,10,14
1144,8,11,13
1152,8,12,12
1176,7,12,14
1200,10,10,12
1232,8,11,14
1248,8,12,13
1280,8,10,16
1296,9,12,12
1320,10,11,12
1344,8,12,14
1352,8,13,13
1400,10,10,14
1408,8,11,16
1440,10,12,12
1456,8,13,14
1512,9,12,14
1536,8,12,16
1560,10,12,13
1568,8,14,14
1584,11,12,12
1600,10,10,16
1664,8,13,16
1680,10,12,14
1728,12,12,12
1760,10,11,16
1792,8,14,16
1800,10,12,15
1848,11,12,14
1872,12,12,13
1920,10,12,16
1936,11,11,16
1944,9,12,18
1960,10,14,14
2000,10,10,20
2016,12,12,14
2040,10,12,17
2048,8,16,16
2080,10,13,16
2112,11,12,16
2160,12,12,15
2184,12,13,14
2200,10,11,20
2240,10,14,16
2280,10,12,19
2288,11,13,16
2304,12,12,16
2352,12,14,14
2376,11,12,18
2400,10,15,16
2448,12,12,17
2464,11,14,16
2496,12,13,16
2520,12,14,15
2560,10,16,16
2592,12,12,18
2600,10,13,20
2640,11,15,16
2688,12,14,16
2704,13,13,16
2720,10,16,17
2736,12,12,19
2744,14,14,14
2800,10,14,20
2808,12,13,18
2816,11,16,16
2856,12,14,17
2880,12,15,16
2904,11,12,22
2912,13,14,16
2992,11,16,17
3000,10,15,20
3024,12,14,18
3040,10,16,19
3072,12,16,16
3080,11,14,20
3120,13,15,16
3136,14,14,16
