0,2675,2,1,1.1,1623113600000465555,1623113600003499239
0,2675,2,1,1,1623113599998190699,1623113600003610414
0,3217,1,4,1.1,1623113600005530179,1623113600050938756
0,3217,1,4,1,1623113600003611782,1623113600050944059
0,576,2,1,1.1,1623113600068359115,1623113600070513956
0,576,2,1,1,1623113600050945119,1623113600070518447
0,110,1,5,1.1,1623113600087088404,1623113600145889258
0,110,1,5,1,1623113600070519504,1623113600145894981
0,3071,1,4,1.1,1623113600150888127,1623113600233756329
0,3071,1,4,1,1623113600145895964,1623113600233761702
0,2626,3,1,1.1,1623113600245613455,1623113600247758710
0,2626,3,1,1,1623113600233762739,1623113600247762892
0,1104,1,4,1.1,1623113600268433350,1623113600329297701
0,1104,1,4,1,1623113600247763765,1623113600329303178
0,3503,2,8,1.1,1623113600342119596,1623113611215282788
0,3503,2,8,1,1623113600329304143,1623113611215301572
0,3651,1,6,1.1,1623113611265985563,1623113611266069420
0,3651,1,6,1,1623113611215304203,1623113611266078221
0,3270,2,1,1.1,1623113611267665840,1623113611267696089
0,3270,2,1,1,1623113611266079532,1623113611267700853
0,3158,1,6,1.1,1623113611269136877,1623113611269164611
0,3158,1,6,1,1623113611267701682,1623113611269169201
0,3664,1,5,1.1,1623113611349269713,1623113611404996403
0,3664,1,5,1,1623113611269169971,1623113611405004714
0,152,1,2,1.1,1623113611425591250,1623113611425632436
0,152,1,2,1,1623113611405006030,1623113611425639780
0,3463,2,1,1.1,1623113611426230672,1623113611426247782
0,3463,2,1,1,1623113611425641201,1623113611426250262
0,3353,1,3,1.1,1623113611443987930,1623113611444016289
0,3353,1,3,1,1623113611426251166,1623113611444021877
0,2642,2,7,1.1,1623113611444680778,1623113611444701738
0,2642,2,7,1,1623113611444023128,1623113611444705367
0,3198,2,7,1.1,1623113611445226019,1623113611445241743
0,3198,2,7,1,1623113611444706382,1623113611445243911
0,3273,2,2,1.1,1623113611456274306,1623113611456310667
0,3273,2,2,1,1623113611445244622,1623113611456316958
0,2950,2,7,1.1,1623113611456926219,1623113611456945683
0,2950,2,7,1,1623113611456318220,1623113611456949003
0,3159,2,8,1.1,1623113611457539164,1623113611457558339
0,3159,2,8,1,1623113611456949945,1623113611457560747
0,2773,2,8,1.1,1623113611472832059,1623113611472871369
0,2773,2,8,1,1623113611457561508,1623113611472877746
0,3520,1,4,1.1,1623113611473467514,1623113611473487244
0,3520,1,4,1,1623113611472878874,1623113611473490709
